,userId,date,window,desc,data,explanation,Algorithm,mID,explain_id,imdbClicked,explain_rate
84,261,2020-04-20T21:29:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:5:0:1,"You liked ""The Twilight Saga: Eclipse"". Other users who liked The Twilight Saga: Eclipse", MF,18239,5,0,1
86,261,2020-04-20T21:31:14,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:38408:7:0:1,Our system predicts that this movie is a good match for you., MF,38408,7,0,1
88,261,2020-04-20T21:31:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11247:7:0:1,Our system predicts that this movie is a good match for you., MF,11247,7,0,1
61,262,2020-04-20T21:29:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:5:0:5,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", AE,767,5,0,5
62,262,2020-04-20T21:29:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:4:0:5,"This movie has a similar description to ""Harry Potter and the Order of the Phoenix"" - a movie that you liked", AE,767,4,0,5
63,262,2020-04-20T21:29:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:6:0:4,98% of the users who liked the same movies that you liked, AE,767,6,0,4
64,262,2020-04-20T21:29:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:7:0:4,Our system predicts that this movie is a good match for you., AE,767,7,0,4
65,262,2020-04-20T21:29:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:3:0:3,Both Rupert Grint, AE,767,3,0,3
66,262,2020-04-20T21:29:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:2:0:5,"This movie is similar to ""Harry Potter and the Order of the Phoenix""- a movie that you liked. Both feature Emma Watson", AE,767,2,0,5
68,262,2020-04-20T21:30:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:5:0:5,"You liked ""Harry Potter and the Chamber of Secrets"". Other users who liked Harry Potter and the Chamber of Secrets", AE,673,5,0,5
69,262,2020-04-20T21:30:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:7:0:4,Our system predicts that this movie is a good match for you., AE,673,7,0,4
70,262,2020-04-20T21:30:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:4:0:5,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,673,4,0,5
71,262,2020-04-20T21:30:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:3:0:4,Both Rupert Grint, AE,673,3,0,4
72,262,2020-04-20T21:30:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:2:0:5,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,673,2,0,5
73,262,2020-04-20T21:30:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:6:0:4,96% of the users who liked the same movies that you liked, AE,673,6,0,4
75,262,2020-04-20T21:30:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:7:0:4,Our system predicts that this movie is a good match for you., AE,674,7,0,4
76,262,2020-04-20T21:30:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:6:0:4,96% of the users who liked the same movies that you liked, AE,674,6,0,4
77,262,2020-04-20T21:30:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:5:0:5,"You liked ""Harry Potter and the Order of the Phoenix"". Other users who liked Harry Potter and the Order of the Phoenix", AE,674,5,0,5
78,262,2020-04-20T21:30:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:3:0:4,Both Ralph Fiennes, AE,674,3,0,4
79,262,2020-04-20T21:30:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:4:0:5,"This movie has a similar description to ""Harry Potter and the Order of the Phoenix"" - a movie that you liked", AE,674,4,0,5
80,262,2020-04-20T21:30:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:2:0:5,"This movie is similar to ""Harry Potter and the Order of the Phoenix""- a movie that you liked. Both feature Ralph Fiennes", AE,674,2,0,5
84,262,2020-04-20T21:31:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:112949:7:0:4,Our system predicts that this movie is a good match for you., MF,112949,7,0,4
58,263,2020-04-20T21:24:09,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:4:0:5,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,674,4,0,5
59,263,2020-04-20T21:24:09,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:7:0:2,Our system predicts that this movie is a good match for you., AE,674,7,0,2
60,263,2020-04-20T21:24:09,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:6:0:4,16% of the users who liked the same movies that you liked, AE,674,6,0,4
61,263,2020-04-20T21:24:09,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:3:0:3,Both Rupert Grint, AE,674,3,0,3
62,263,2020-04-20T21:24:09,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:2:0:2,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,674,2,0,2
63,263,2020-04-20T21:24:09,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:674:5:0:4,"You liked ""Harry Potter and the Chamber of Secrets"". Other users who liked Harry Potter and the Chamber of Secrets", AE,674,5,0,4
65,263,2020-04-20T21:24:53,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:7:0:2,Our system predicts that this movie is a good match for you., AE,12444,7,0,2
66,263,2020-04-20T21:24:53,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:6:0:3,18% of the users who liked the same movies that you liked, AE,12444,6,0,3
67,263,2020-04-20T21:24:53,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:3:0:3,Both Rupert Grint, AE,12444,3,0,3
68,263,2020-04-20T21:24:53,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:2:0:3,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,12444,2,0,3
69,263,2020-04-20T21:24:53,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:4:0:3,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,12444,4,0,3
70,263,2020-04-20T21:24:53,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:5:0:3,"You liked ""The Hobbit: An Unexpected Journey"". Other users who liked The Hobbit: An Unexpected Journey", AE,12444,5,0,3
73,263,2020-04-20T21:25:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:4:0:4,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,673,4,0,4
74,263,2020-04-20T21:25:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:2:0:3,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,673,2,0,3
75,263,2020-04-20T21:25:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:7:0:3,Our system predicts that this movie is a good match for you., AE,673,7,0,3
76,263,2020-04-20T21:25:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:3:0:3,Both Rupert Grint, AE,673,3,0,3
77,263,2020-04-20T21:25:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:5:0:3,"You liked ""Harry Potter and the Chamber of Secrets"". Other users who liked Harry Potter and the Chamber of Secrets", AE,673,5,0,3
78,263,2020-04-20T21:25:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:6:0:4,20% of the users who liked the same movies that you liked, AE,673,6,0,4
59,266,2020-04-20T22:05:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:6:0:4,64% of the users who liked the same movies that you liked, AE,12445,6,0,4
60,266,2020-04-20T22:05:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:1:0:4,This movie is very popular, AE,12445,1,0,4
61,266,2020-04-20T22:05:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:3:0:1,Both Rupert Grint, AE,12445,3,0,1
62,266,2020-04-20T22:05:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:7:0:1,Our system predicts that this movie is a good match for you., AE,12445,7,0,1
63,266,2020-04-20T22:05:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:2:0:4,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Alan Rickman", AE,12445,2,0,4
64,266,2020-04-20T22:05:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:5:0:4,"You liked ""Harry Potter and the Order of the Phoenix"". Other users who liked Harry Potter and the Order of the Phoenix", AE,12445,5,0,4
65,266,2020-04-20T22:05:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:4:0:4,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,12445,4,0,4
67,266,2020-04-20T22:06:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:2:0:4,"This movie is similar to ""Harry Potter and the Order of the Phoenix""- a movie that you liked. Both feature Ralph Fiennes", AE,12444,2,0,4
68,266,2020-04-20T22:06:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:7:0:1,Our system predicts that this movie is a good match for you., AE,12444,7,0,1
69,266,2020-04-20T22:06:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:4:0:4,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,12444,4,0,4
70,266,2020-04-20T22:06:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:6:0:1,72% of the users who liked the same movies that you liked, AE,12444,6,0,1
71,266,2020-04-20T22:06:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:3:0:4,Both Ralph Fiennes, AE,12444,3,0,4
72,266,2020-04-20T22:06:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:5:0:4,"You liked ""Harry Potter and the Order of the Phoenix"". Other users who liked Harry Potter and the Order of the Phoenix", AE,12444,5,0,4
76,266,2020-04-20T22:07:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:6:0:4,80% of the users who liked the same movies that you liked, AE,767,6,0,4
77,266,2020-04-20T22:07:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:5:0:4,"You liked ""Harry Potter and the Order of the Phoenix"". Other users who liked Harry Potter and the Order of the Phoenix", AE,767,5,0,4
78,266,2020-04-20T22:07:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:2:0:4,"This movie is similar to ""Harry Potter and the Order of the Phoenix""- a movie that you liked. Both feature Emma Watson", AE,767,2,0,4
79,266,2020-04-20T22:07:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:4:0:4,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,767,4,0,4
80,266,2020-04-20T22:07:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:7:0:1,Our system predicts that this movie is a good match for you., AE,767,7,0,1
81,266,2020-04-20T22:07:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:3:0:1,Both Emma Watson, AE,767,3,0,1
84,266,2020-04-20T22:07:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:550:1:0:4,This movie is very popular, MF,550,1,0,4
85,266,2020-04-20T22:07:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:550:7:0:2,Our system predicts that this movie is a good match for you., MF,550,7,0,2
59,267,2020-04-20T22:03:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10314:7:0:5,Our system predicts that this movie is a good match for you., AE,10314,7,0,5
62,267,2020-04-20T22:03:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11130:7:0:5,Our system predicts that this movie is a good match for you., MF,11130,7,0,5
63,267,2020-04-20T22:03:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11130:2:0:5,"This movie is similar to ""The Princess Diaries""- a movie that you liked. Both feature Heather Matarazzo", MF,11130,2,0,5
64,267,2020-04-20T22:03:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:11130:6:0:5,18% of the users who liked the same movies that you liked, MF,11130,6,0,5
66,267,2020-04-20T22:03:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:9655:7:0:5,Our system predicts that this movie is a good match for you., MF,9655,7,0,5
67,267,2020-04-20T22:03:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:9655:2:0:5,"This movie is similar to ""What a Girl Wants""- a movie that you liked. Both feature Amanda Bynes as an actor.", MF,9655,2,0,5
68,267,2020-04-20T22:03:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:9655:6:0:5,16% of the users who liked the same movies that you liked, MF,9655,6,0,5
58,275,2020-04-20T22:21:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:118340:6:0:5,14% of the users who liked the same movies that you liked, AE,118340,6,0,5
59,275,2020-04-20T22:21:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:118340:1:0:5,This movie is very popular, AE,118340,1,0,5
60,275,2020-04-20T22:21:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:118340:5:0:5,"You liked ""Interstellar"". Other users who liked Interstellar", AE,118340,5,0,5
61,275,2020-04-20T22:21:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:118340:7:0:5,Our system predicts that this movie is a good match for you., AE,118340,7,0,5
63,275,2020-04-20T22:22:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:6:0:5,12% of the users who liked the same movies that you liked, AE,286217,6,0,5
64,275,2020-04-20T22:22:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:7:0:1,Our system predicts that this movie is a good match for you., AE,286217,7,0,1
65,275,2020-04-20T22:22:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:5:0:3,"You liked ""Interstellar"". Other users who liked Interstellar", AE,286217,5,0,3
66,275,2020-04-20T22:22:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:2:0:5,"This movie is similar to ""Interstellar""- a movie that you liked. Both feature Jessica Chastain as an actor. Both are of the genres adventure and drama.", AE,286217,2,0,5
69,275,2020-04-20T22:22:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:5:0:5,"You liked ""The Matrix"". Other users who liked The Matrix", MF,121,5,0,5
70,275,2020-04-20T22:22:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:7:0:1,Our system predicts that this movie is a good match for you., MF,121,7,0,1
71,275,2020-04-20T22:22:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:1:0:5,This movie is very popular, MF,121,1,0,5
73,275,2020-04-20T22:23:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:1:0:3,This movie is very popular, MF,155,1,0,3
74,275,2020-04-20T22:23:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:5:0:3,"You liked ""Inception"". Other users who liked Inception", MF,155,5,0,3
75,275,2020-04-20T22:23:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:2:0:3,"This movie is similar to ""Interstellar""- a movie that you liked. Both feature Michael Caine as an actor. Both are of the genre drama. Both have the same director Christopher Nolan.", MF,155,2,0,3
76,275,2020-04-20T22:23:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:6:0:3,26% of the users who liked the same movies that you liked, MF,155,6,0,3
77,275,2020-04-20T22:23:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:7:0:3,Our system predicts that this movie is a good match for you., MF,155,7,0,3
79,275,2020-04-20T22:23:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:7:0:3,Our system predicts that this movie is a good match for you., MF,122,7,0,3
80,275,2020-04-20T22:23:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:6:0:3,28% of the users who liked the same movies that you liked, MF,122,6,0,3
81,275,2020-04-20T22:23:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:1:0:1,This movie is very popular, MF,122,1,0,1
82,275,2020-04-20T22:23:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:5:0:1,"You liked ""The Matrix"". Other users who liked The Matrix", MF,122,5,0,1
58,277,2020-04-20T22:38:34,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10625:6:1:1,12% of the users who liked the same movies that you liked, AE,10625,6,1,1
59,277,2020-04-20T22:38:34,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10625:7:1:5,Our system predicts that this movie is a good match for you., AE,10625,7,1,5
63,277,2020-04-20T22:39:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:38408:7:0:5,Our system predicts that this movie is a good match for you., MF,38408,7,0,5
64,277,2020-04-20T22:39:30,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:38408:2:0:5,"This movie is similar to ""27 Dresses""- a movie that you liked. Both feature Katherine Heigl as an actor. Both are of the genres romance and comedy.", MF,38408,2,0,5
67,277,2020-04-20T22:40:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:5:0:4,"You liked ""The Twilight Saga: Breaking Dawn - Part 1"". Other users who liked The Twilight Saga: Breaking Dawn - Part 1", MF,24021,5,0,4
68,277,2020-04-20T22:40:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:7:0:2,Our system predicts that this movie is a good match for you., MF,24021,7,0,2
69,277,2020-04-20T22:40:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:2:0:3,"This movie is similar to ""The Twilight Saga: Breaking Dawn - Part 1""- a movie that you liked. Both feature Robert Pattinson", MF,24021,2,0,3
70,277,2020-04-20T22:40:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:4:0:4,"This movie has a similar description to ""The Twilight Saga: Breaking Dawn - Part 1"" - a movie that you liked", MF,24021,4,0,4
58,279,2020-04-21T11:15:55,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:5:0:1,"You liked ""Inception"". Other users who liked Inception", AE,14160,5,0,1
59,279,2020-04-21T11:15:55,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:2:0:4,"This movie is similar to ""Inside Out""- a movie that you liked.  Both are of the genre comedy. Both have the same director Pete Docter.", AE,14160,2,0,4
60,279,2020-04-21T11:15:55,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:1:0:1,This movie is very popular, AE,14160,1,0,1
61,279,2020-04-21T11:15:55,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:4:0:4,"This movie has a similar description to ""Inside Out"" - a movie that you liked", AE,14160,4,0,4
62,279,2020-04-21T11:15:55,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:6:0:3,28% of the users who liked the same movies that you liked, AE,14160,6,0,3
63,279,2020-04-21T11:15:55,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:7:0:3,Our system predicts that this movie is a good match for you., AE,14160,7,0,3
65,279,2020-04-21T11:16:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:1:0:1,This movie is very popular, AE,603,1,0,1
66,279,2020-04-21T11:16:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:4:0:4,"This movie has a similar description to ""Interstellar"" - a movie that you liked", AE,603,4,0,4
67,279,2020-04-21T11:16:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:6:0:4,46% of the users who liked the same movies that you liked, AE,603,6,0,4
68,279,2020-04-21T11:16:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:7:0:4,Our system predicts that this movie is a good match for you., AE,603,7,0,4
69,279,2020-04-21T11:16:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:5:0:4,"You liked ""Fight Club"". Other users who liked Fight Club", AE,603,5,0,4
71,279,2020-04-21T11:16:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10681:5:0:1,"You liked ""The Dark Knight"". Other users who liked The Dark Knight", AE,10681,5,0,1
72,279,2020-04-21T11:16:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10681:6:0:4,16% of the users who liked the same movies that you liked, AE,10681,6,0,4
73,279,2020-04-21T11:16:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10681:7:0:4,Our system predicts that this movie is a good match for you., AE,10681,7,0,4
74,279,2020-04-21T11:16:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10681:2:0:4,"This movie is similar to ""Finding Nemo""- a movie that you liked.  Both are of the genres family and animation. Both have the same director Andrew Stanton.", AE,10681,2,0,4
76,279,2020-04-21T11:17:16,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:141:5:0:4,"You liked ""Eternal Sunshine of the Spotless Mind"". Other users who liked Eternal Sunshine of the Spotless Mind", MF,141,5,0,4
77,279,2020-04-21T11:17:16,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:141:7:0:4,Our system predicts that this movie is a good match for you., MF,141,7,0,4
79,279,2020-04-21T11:17:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:6:0:4,14% of the users who liked the same movies that you liked, MF,77,6,0,4
80,279,2020-04-21T11:17:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:4:0:4,"This movie has a similar description to ""Eternal Sunshine of the Spotless Mind"" - a movie that you liked", MF,77,4,0,4
81,279,2020-04-21T11:17:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:1:0:1,This movie is very popular, MF,77,1,0,1
82,279,2020-04-21T11:17:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:2:0:4,"This movie is similar to ""Inception""- a movie that you liked.  Both are of the genre thriller. Both have the same director Christopher Nolan.", MF,77,2,0,4
83,279,2020-04-21T11:17:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:7:0:4,Our system predicts that this movie is a good match for you., MF,77,7,0,4
84,279,2020-04-21T11:17:43,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:5:0:4,"You liked ""Fight Club"". Other users who liked Fight Club", MF,77,5,0,4
58,280,2020-04-21T11:12:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:2:0:4,"This movie is similar to ""Inception""- a movie that you liked. Both feature Tom Hardy as an actor. Both are of the genre action. Both have the same director Christopher Nolan.", AE,49026,2,0,4
59,280,2020-04-21T11:12:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:4:0:2,"This movie has a similar description to ""Batman: The Dark Knight Returns", AE,49026,4,0,2
60,280,2020-04-21T11:12:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:5:0:3,"You liked ""Inception"". Other users who liked Inception", AE,49026,5,0,3
61,280,2020-04-21T11:12:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:7:0:5,Our system predicts that this movie is a good match for you., AE,49026,7,0,5
63,280,2020-04-21T11:12:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:597:7:0:4,Our system predicts that this movie is a good match for you., AE,597,7,0,4
64,280,2020-04-21T11:12:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:597:2:0:4,"This movie is similar to ""The Wolf of Wall Street""- a movie that you liked. Both feature Leonardo DiCaprio as an actor. Both are of the genre drama.", AE,597,2,0,4
65,280,2020-04-21T11:12:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:597:3:0:4,Leonardo DiCaprio plays in this movie, AE,597,3,0,4
67,280,2020-04-21T11:13:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:2:0:4,"This movie is similar to ""Twilight""- a movie that you liked. Both feature Kristen Stewart", AE,18239,2,0,4
68,280,2020-04-21T11:13:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:6:0:4,18% of the users who liked the same movies that you liked, AE,18239,6,0,4
69,280,2020-04-21T11:13:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:5:0:3,"You liked ""The Twilight Saga: Eclipse"". Other users who liked The Twilight Saga: Eclipse", AE,18239,5,0,3
70,280,2020-04-21T11:13:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:3:0:4,Both Kristen Stewart, AE,18239,3,0,4
71,280,2020-04-21T11:13:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:4:0:4,"This movie has a similar description to ""The Twilight Saga: Breaking Dawn - Part 1"" - a movie that you liked", AE,18239,4,0,4
72,280,2020-04-21T11:13:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:18239:7:0:4,Our system predicts that this movie is a good match for you., AE,18239,7,0,4
58,281,2020-04-21T11:17:42,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:121:1:0:5,This movie is very popular, AE,121,1,0,5
59,281,2020-04-21T11:17:42,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:121:4:0:3,"This movie has a similar description to ""The Lord of the Rings: The Return of the King"" - a movie that you liked", AE,121,4,0,3
60,281,2020-04-21T11:17:42,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:121:6:0:2,34% of the users who liked the same movies that you liked, AE,121,6,0,2
61,281,2020-04-21T11:17:42,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:121:7:0:3,Our system predicts that this movie is a good match for you., AE,121,7,0,3
62,281,2020-04-21T11:17:42,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:121:5:0:4,"You liked ""The Lord of the Rings: The Return of the King"". Other users who liked The Lord of the Rings: The Return of the King", AE,121,5,0,4
